2018,01,01,0,0.288843
2018,01,01,1,0.722508
2018,01,01,2,0.578326
2018,01,01,3,0.235074
2018,01,01,4,0.0180926
2018,01,01,5,0.0181025
2018,01,01,6,0.0362248
2018,01,01,7,0.0543668
2018,01,01,8,0.145057
2018,01,01,9,0.253987
2018,01,01,10,0.65346
2018,01,01,11,1.01704
2018,01,01,12,1.52638
2018,01,01,13,1.709
2018,01,01,14,1.9282
2018,01,01,15,2.00202
2018,01,01,16,1.69351
2018,01,01,17,1.2207
2018,01,01,18,0.638013
2018,01,01,19,0.674824
2018,01,01,20,0.656928
2018,01,01,21,0.620754
2018,01,01,22,0.511474
2018,01,01,23,0.712778
2018,01,02,0,0.310858
2018,01,02,1,0.311017
2018,01,02,2,0.16474
2018,01,02,3,0.109883
2018,01,02,4,0.0549692
2018,01,02,6,0.0366647
2018,01,02,7,0.0183416
2018,01,02,8,0.146806
2018,01,02,9,0.367199
2018,01,02,10,0.973562
2018,01,02,11,1.28647
2018,01,02,12,1.71002
2018,01,02,13,1.37973
2018,01,02,14,1.08592
2018,01,02,15,1.36266
2018,01,02,16,1.40018
2018,01,02,17,1.1981
2018,01,02,18,0.977385
2018,01,02,19,0.553503
2018,01,02,20,0.406097
2018,01,02,21,0.572502
2018,01,02,22,0.166289
2018,01,02,23,0.147883
2018,01,03,0,0.0924706
2018,01,03,1,0.0370057
2018,01,03,4,0.0185115
2018,01,03,5,0.0555605
2018,01,03,6,0.555864
2018,01,03,7,1.18639
2018,01,03,8,2.85608
2018,01,03,9,1.6328
2018,01,03,10,0.816772
2018,01,03,11,0.947145
2018,01,03,12,1.13338
2018,01,03,13,1.13389
2018,01,03,14,1.43195
2018,01,03,15,1.33957
2018,01,03,16,1.41462
2018,01,03,17,2.92361
2018,01,03,18,2.9249
2018,01,03,19,2.0502
2018,01,03,20,0.969613
2018,01,03,21,0.970038
2018,01,03,22,0.373255
2018,01,03,23,0.22405
2018,01,04,0,0.0933946
2018,01,04,1,0.037374
2018,01,04,2,0.018695
2018,01,04,4,0.037406
2018,01,04,5,0.0748438
2018,01,04,6,0.67388
2018,01,04,7,1.76032
2018,01,04,8,3.3535
2018,01,04,9,1.87425
2018,01,04,10,0.787512
2018,01,04,11,1.06921
2018,01,04,12,1.46373
2018,01,04,13,1.82103
2018,01,04,14,1.18322
2018,01,04,15,1.22128
2018,01,04,16,1.56011
2018,01,04,17,3.98646
2018,01,04,18,3.42372
2018,01,04,19,2.10774
2018,01,04,20,1.01664
2018,01,04,21,0.904037
2018,01,04,22,0.659454
2018,01,04,23,0.207338
2018,01,05,0,0.113138
2018,01,05,1,0.113182
2018,01,05,2,0.0377419
2018,01,05,4,0.0377564
2018,01,05,5,0.0566563
2018,01,05,6,0.623458
2018,01,05,7,1.66318
2018,01,05,8,3.68686
2018,01,05,9,2.17512
2018,01,05,10,1.07851
2018,01,05,11,0.870698
2018,01,05,12,1.49588
2018,01,05,13,1.3449
2018,01,05,14,1.17485
2018,01,05,15,1.17528
2018,01,05,16,1.6877
2018,01,05,17,3.60426
2018,01,05,18,3.20705
2018,01,05,19,2.50581
2018,01,05,20,1.69013
2018,01,05,21,0.816866
2018,01,05,22,0.79815
2018,01,05,23,0.361195
2018,01,06,0,0.209186
2018,01,06,1,0.0760938
2018,01,06,2,0.03806
2018,01,06,4,0.0190365
2018,01,06,5,0.0761721
2018,01,06,6,0.685782
2018,01,06,7,1.81031
2018,01,06,8,4.17465
2018,01,06,9,2.32638
2018,01,06,10,0.858375
2018,01,06,11,1.1258
2018,01,06,12,1.60335
2018,01,06,13,1.27928
2018,01,06,14,1.337
2018,01,06,15,1.18458
2018,01,06,16,1.64366
2018,01,06,17,3.28836
2018,01,06,18,3.11728
2018,01,06,19,2.14261
2018,01,06,20,1.32042
2018,01,06,21,0.918836
2018,01,06,22,0.995714
2018,01,06,23,0.440547
2018,01,07,0,0.325722
2018,01,07,1,0.134161
2018,01,07,2,0.0191717
2018,01,07,4,0.0191775
2018,01,07,5,0.095916
2018,01,07,6,0.652422
2018,01,07,7,1.61234
2018,01,07,8,4.03204
2018,01,07,9,2.57357
2018,01,07,10,1.21031
2018,01,07,11,1.28753
2018,01,07,12,1.13412
2018,01,07,13,1.40363
2018,01,07,14,0.961661
2018,01,07,15,1.38518
2018,01,07,16,1.67422
2018,01,07,17,3.59962
2018,01,07,18,2.36831
2018,01,07,19,1.82968
2018,01,07,20,0.982517
2018,01,07,21,0.751539
2018,01,07,22,0.693913
2018,01,07,23,0.289207
2018,01,08,0,0.482139
2018,01,08,1,0.30865
2018,01,08,2,0.30873
2018,01,08,3,0.135104
2018,01,08,4,0.0193056
2018,01,08,5,0.0965523
2018,01,08,6,0.0386307
2018,01,08,7,0.173882
2018,01,08,8,0.289875
2018,01,08,9,0.386595
2018,01,08,10,1.1794
2018,01,08,11,1.19903
2018,01,08,12,1.8957
2018,01,08,13,1.97355
2018,01,08,14,1.83854
2018,01,08,15,1.43247
2018,01,08,16,1.47153
2018,01,08,17,1.3363
2018,01,08,18,1.06541
2018,01,08,19,0.581268
2018,01,08,20,0.542639
2018,01,08,21,0.717221
2018,01,08,22,0.659215
2018,01,08,23,0.426645
2018,01,09,0,0.48493
2018,01,09,1,0.232817
2018,01,09,2,0.213462
2018,01,09,3,0.0776391
2018,01,09,4,0.0194139
2018,01,09,5,0.019418
2018,01,09,6,0.019422
2018,01,09,7,0.116556
2018,01,09,8,0.1943
2018,01,09,9,0.369245
2018,01,09,10,0.952455
2018,01,09,11,0.952645
2018,01,09,12,1.61398
2018,01,09,13,1.4587
2018,01,09,14,1.40063
2018,01,09,15,1.59546
2018,01,09,16,1.79037
2018,01,09,17,1.20678
2018,01,09,18,0.934458
2018,01,09,19,0.79833
2018,01,09,20,0.740051
2018,01,09,21,0.389571
2018,01,09,22,0.292231
2018,01,09,23,0.116913
2018,01,10,0,0.0974446
2018,01,10,1,0.0194923
2018,01,10,2,0.058487
2018,01,10,3,0.019499
2018,01,10,4,0.0585068
2018,01,10,5,0.0585165
2018,01,10,6,0.60477
2018,01,10,7,1.50242
2018,01,10,8,3.66883
2018,01,10,9,1.83471
2018,01,10,10,0.605158
2018,01,10,11,0.585728
2018,01,10,12,1.01542
2018,01,10,13,1.05463
2018,01,10,14,0.918059
2018,01,10,15,0.879123
2018,01,10,16,1.44588
2018,01,10,17,3.47843
2018,01,10,18,3.02941
2018,01,10,19,1.85699
2018,01,10,20,1.4467
2018,01,10,21,0.743004
2018,01,10,22,0.469329
2018,01,10,23,0.352044
2018,01,11,0,0.234727
2018,01,11,1,0.0586894
2018,01,11,2,0.058697
2018,01,11,5,0.117409
2018,01,11,6,0.528406
2018,01,11,7,1.93773
