0,0.47999
1,0.389355
2,0.330711
3,0.14403
4,0.0160046
5,0.0533527
6,0.0320141
7,0.128066
8,0.218797
9,0.549703
10,0.976732
11,1.05687
12,1.50002
13,2.01264
14,1.97543
15,1.76734
16,1.55923
17,1.75694
18,1.85321
19,1.38334
20,1.03091
21,0.827995
22,0.20835
23,0.144254
0,0.133579
1,0.0534358
2,0.016032
3,0.0374109
4,0.0267242
5,0.0908694
6,0.481111
7,1.37929
8,1.89802
9,1.18702
10,0.753979
11,0.818212
12,0.951982
13,1.03229
14,0.807709
15,0.973607
16,1.51403
17,2.83568
18,2.58442
19,2.12442
20,1.52521
21,0.984777
22,0.524543
23,0.471056
0,0.165953
1,0.0856602
2,0.0214168
3,0.0321278
4,0.0267753
5,0.160665
6,0.637354
7,1.8533
8,2.36234
9,1.06073
10,0.594699
11,0.803713
12,0.86808
13,1.02892
14,0.975408
15,0.852212
16,1.62416
17,3.21642
18,3.05584
19,2.01595
20,1.50136
21,1.15293
22,0.815158
23,0.412976
0,0.12873
1,0.0750988
2,0.0321878
3,0.0268254
4,0.0268276
5,0.150247
6,0.563472
7,1.65299
8,2.61387
9,1.12186
10,0.633445
11,0.687183
12,1.01475
13,0.945033
14,1.03103
15,0.853893
16,1.61125
17,2.96495
18,2.98669
19,1.86415
20,1.50434
21,1.23581
22,0.918873
23,0.564268
0,0.300968
1,0.128997
2,0.032252
3,0.0322547
4,0.0483861
5,0.14517
6,0.553845
7,1.6563
8,2.25878
9,1.2263
10,0.693884
11,0.758495
12,0.930714
13,1.00612
14,0.979298
15,0.936332
16,1.31851
17,2.20199
18,1.47483
19,0.759009
20,0.888277
21,0.80221
22,0.726896
23,0.613876
0,0.333891
1,0.107716
2,0.04309
3,0.0161601
4,0.0430974
5,0.0915898
6,0.501093
7,1.41719
8,2.14483
9,1.17491
10,0.889341
11,0.889418
12,1.19677
13,1.25079
14,1.1862
15,1.19708
16,1.76342
17,2.84222
18,2.29231
19,0.890033
20,0.312887
21,0.577273
22,0.658256
23,0.571977
0,0.690749
1,0.253657
2,0.372422
3,0.275292
4,0.0377885
5,0.0431906
6,0.129583
7,0.23759
8,0.718233
9,1.02614
10,1.65276
11,1.82576
12,2.20947
13,2.04219
14,2.02616
15,2.10739
16,2.01571
17,2.06993
18,2.12957
19,1.57299
20,1.34067
21,1.21644
22,1.20574
23,0.848958
